"id","level","class_name","article","status","source","create_date","target_url"
57611,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T11:48:32Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11413000&rows=1000"
57580,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T10:41:40Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11187000&rows=1000"
57568,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T10:17:52Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11108000&rows=1000"
57541,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:53:28Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11391000&rows=1000"
57535,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:37:56Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11285000&rows=1000"
57534,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:37:24Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11278000&rows=1000"
57532,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:37:06Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11267000&rows=1000"
57531,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:36:30Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11254000&rows=1000"
57528,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:35:40Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11241000&rows=1000"
57526,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:32:04Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11170000&rows=1000"
57522,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:31:28Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11157000&rows=1000"
57520,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:26:14Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11080000&rows=1000"
57516,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:25:23Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=10806000&rows=1000"
57495,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:19:01Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11560000&rows=1000"
57493,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:18:50Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11523000&rows=1000"
57487,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T08:11:35Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11420000&rows=1000"
57469,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T07:56:55Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11181000&rows=1000"
57467,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T07:54:41Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11139000&rows=1000"
57466,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T07:54:41Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11128000&rows=1000"
57465,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T07:54:41Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11135000&rows=1000"
57438,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T04:40:04Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=10680000&rows=1000"
57387,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T03:02:25Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=10214000&rows=1000"
57386,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T03:01:02Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=10131000&rows=1000"
57381,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T02:55:10Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=9929000&rows=1000"
57338,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T01:24:12Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=7866000&rows=1000"
57205,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T00:28:56Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=6456000&rows=1000"
57155,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T00:08:21Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=5928000&rows=1000"
57154,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T00:07:30Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=5793000&rows=1000"
57153,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-11T00:06:40Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=5659000&rows=1000"
57121,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T23:35:38Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11560000&rows=1000"
57118,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T23:28:37Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11538000&rows=1000"
57109,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:49:11Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11464000&rows=1000"
57108,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:49:06Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11463000&rows=1000"
57107,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:48:42Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11454000&rows=1000"
57096,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:43:15Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11360000&rows=1000"
57092,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:42:43Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11355000&rows=1000"
57091,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:42:43Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11356000&rows=1000"
57090,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:42:38Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11354000&rows=1000"
57089,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:42:24Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11353000&rows=1000"
57088,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:41:52Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11339000&rows=1000"
57087,"WARN","Faraday::ClientError",NA,504,NA,"2014-10-10T22:41:47Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11338000&rows=1000"
