"prefix","id","level","class_name","article","status","source","create_date","target_url","publisher"
"10.1038",16192,"ERROR","Net::HTTPUnauthorized","10.1038/sc.2014.108",401,NA,"2014-09-20T11:40:03Z","http://dx.doi.org/10.1038/sc.2014.108","Nature Publishing Group"
"10.1038",16149,"ERROR","Net::HTTPUnauthorized","10.1038/hdy.2014.63",401,NA,"2014-09-20T11:37:01Z","http://dx.doi.org/10.1038/hdy.2014.63","Nature Publishing Group"
"10.1038",16049,"ERROR","Net::HTTPUnauthorized","10.1038/hdy.2014.67",401,NA,"2014-09-20T11:29:55Z","http://dx.doi.org/10.1038/hdy.2014.67","Nature Publishing Group"
"10.1038",16002,"ERROR","Net::HTTPUnauthorized","10.1038/hdy.2014.70",401,NA,"2014-09-20T11:26:44Z","http://dx.doi.org/10.1038/hdy.2014.70","Nature Publishing Group"
"10.1038",15951,"ERROR","Net::HTTPUnauthorized","10.1038/hdy.2014.60",401,NA,"2014-09-20T11:21:37Z","http://dx.doi.org/10.1038/hdy.2014.60","Nature Publishing Group"
"10.1038",15880,"ERROR","Net::HTTPUnauthorized","10.1038/hdy.2014.62",401,NA,"2014-09-20T11:15:03Z","http://dx.doi.org/10.1038/hdy.2014.62","Nature Publishing Group"
"10.1038",11741,"ERROR","Net::HTTPUnauthorized","10.1038/cgt.2013.29",401,NA,"2014-09-09T05:58:53Z","http://dx.doi.org/10.1038/cgt.2013.29","Nature Publishing Group"
"10.1038",11729,"ERROR","Net::HTTPUnauthorized","10.1038/hr.2013.4",401,NA,"2014-09-09T05:58:22Z","http://dx.doi.org/10.1038/hr.2013.4","Nature Publishing Group"
"10.1038",11656,"ERROR","Net::HTTPUnauthorized","10.1038/hr.2013.1",401,NA,"2014-09-09T05:55:04Z","http://dx.doi.org/10.1038/hr.2013.1","Nature Publishing Group"
"10.1038",11629,"ERROR","Net::HTTPUnauthorized","10.1038/hr.2013.2",401,NA,"2014-09-09T05:52:44Z","http://dx.doi.org/10.1038/hr.2013.2","Nature Publishing Group"
"10.1038",11447,"ERROR","Net::HTTPUnauthorized","10.1038/scibx.2013.680",401,NA,"2014-09-09T05:43:45Z","http://dx.doi.org/10.1038/scibx.2013.680","Nature Publishing Group"
"10.1038",11419,"ERROR","Net::HTTPUnauthorized","10.1038/leu.2013.27",401,NA,"2014-09-09T05:42:16Z","http://dx.doi.org/10.1038/leu.2013.27","Nature Publishing Group"
"10.1038",11412,"ERROR","Net::HTTPUnauthorized","10.1038/ki.2012.421",401,NA,"2014-09-09T05:41:47Z","http://dx.doi.org/10.1038/ki.2012.421","Nature Publishing Group"
"10.1038",10841,"ERROR","Net::HTTPUnauthorized","10.1038/ncomms5335",401,NA,"2014-09-09T02:37:09Z","http://dx.doi.org/10.1038/ncomms5335","Nature Publishing Group"
"10.1038",10823,"ERROR","Net::HTTPUnauthorized","10.1038/nature13406",401,NA,"2014-09-09T02:37:05Z","http://dx.doi.org/10.1038/nature13406","Nature Publishing Group"
"10.1038",10455,"ERROR","Net::HTTPUnauthorized","10.1038/ncomms5331",401,NA,"2014-09-09T02:34:50Z","http://dx.doi.org/10.1038/ncomms5331","Nature Publishing Group"
"10.1038",10159,"ERROR","Net::HTTPUnauthorized","10.1038/nri3716",401,NA,"2014-09-09T02:33:22Z","http://dx.doi.org/10.1038/nri3716","Nature Publishing Group"
"10.1057",10154,"ERROR","Net::HTTPUnauthorized","10.1057/jird.2014.6",401,NA,"2014-09-09T02:33:21Z","http://dx.doi.org/10.1057/jird.2014.6","Nature Publishing Group"
"10.1038",9993,"ERROR","Net::HTTPUnauthorized","10.1038/npp.2014.170",401,NA,"2014-09-09T02:32:32Z","http://dx.doi.org/10.1038/npp.2014.170","Nature Publishing Group"
"10.1038",9938,"ERROR","Net::HTTPUnauthorized","10.1038/nature13520",401,NA,"2014-09-09T02:32:15Z","http://dx.doi.org/10.1038/nature13520","Nature Publishing Group"
