"id","level","class_name","article","status","source","create_date","target_url"
57078,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:41:03Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11341000&rows=1000"
57045,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:20Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11279000&rows=1000"
57044,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:20Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11278000&rows=1000"
57043,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:20Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11277000&rows=1000"
57042,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:20Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11275000&rows=1000"
57041,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:20Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11276000&rows=1000"
57040,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11274000&rows=1000"
57039,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11271000&rows=1000"
57038,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11273000&rows=1000"
57037,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11272000&rows=1000"
57036,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11270000&rows=1000"
57035,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11268000&rows=1000"
57034,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11267000&rows=1000"
57033,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11269000&rows=1000"
57032,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11266000&rows=1000"
57031,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11264000&rows=1000"
57030,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:19Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11265000&rows=1000"
57029,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:18Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11262000&rows=1000"
57028,"WARN","Net::HTTPServiceUnavailable",NA,503,NA,"2014-10-10T22:37:18Z","http://api.crossref.org/works?filter=from-update-date%3A2011%2Cuntil-update-date%3A2014-10-08%2Cuntil-pub-date%3A2014-10-09%2Cfrom-pub-date%3A2011&offset=11260000&rows=1000"
