"prefix","id","level","class_name","create_date","target_url","publisher"
"10.4314",1611790,"ERROR","Net::HTTPClientError","2014-10-31T20:27:05Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.4314%252Fbr.v3i2.28594+OR+http%3A%2F%2Fwww.ajol.info%2Findex.php%2Fbr%2Farticle%2Fview%2F28594&result_type=recent","African Journals Online (AJOL)"
"10.4314",1611791,"ERROR","Net::HTTPClientError","2014-10-31T20:27:05Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.4314%252Fnqjhm.v17i4.12698+OR+http%3A%2F%2Fwww.ajol.info%2Findex.php%2Fnqjhm%2Farticle%2Fview%2F12698&result_type=recent","African Journals Online (AJOL)"
"10.4038",1611780,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.4038%252Fcmj.v51i3.1262+OR+http%3A%2F%2Fwww.sljol.info%2Findex.php%2Fcmj%2Farticle%2Fview%2F1262&result_type=recent","Sri Lanka Journals Online (JOL)"
"10.5007",1611781,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.5007%252F1981-1322.2012v7n2p53+OR+https%3A%2F%2Fperiodicos.ufsc.br%2Findex.php%2Frevemat%2Farticle%2Fview%2F1981-1322.2012v7n2p53&result_type=recent","Universidade Federal de Santa Catarina (UFSC)"
"10.4314",1611782,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.4314%252Ftjpr.v13i4.4+OR+http%3A%2F%2Fwww.ajol.info%2Findex.php%2Ftjpr%2Farticle%2Fview%2F103766&result_type=recent","African Journals Online (AJOL)"
"10.11606",1611783,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.11606%252Fissn.2316-9036.v0i19p63-69+OR+http%3A%2F%2Fwww.revistas.usp.br%2Frevusp%2Farticle%2Fview%2F26876&result_type=recent","Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP"
"10.5007",1611784,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.5007%252F2175-795x.2012v30n2p395+OR+https%3A%2F%2Fwww.periodicos.ufsc.br%2Findex.php%2Fperspectiva%2Farticle%2Fview%2F25105&result_type=recent","Universidade Federal de Santa Catarina (UFSC)"
"10.3402",1611785,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.3402%252Fpolar.v22i2.6462+OR+http%3A%2F%2Fwww.polarresearch.net%2Findex.php%2Fpolar%2Farticle%2Fview%2F6462&result_type=recent","Co-Action Publishing"
"10.5007",1611786,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.5007%252F2175-7925.2008v21n2p27+OR+https%3A%2F%2Fwww.periodicos.ufsc.br%2Findex.php%2Fbiotemas%2Farticle%2Fview%2F20852&result_type=recent","Universidade Federal de Santa Catarina (UFSC)"
"10.4314",1611787,"ERROR","Net::HTTPClientError","2014-10-31T20:27:04Z","https://api.twitter.com/1.1/search/tweets.json?count=100&include_entities=1&q=10.4314%252Fnjgp.v9i1.70674+OR+http%3A%2F%2Fwww.ajol.info%2Findex.php%2Fnjgp%2Farticle%2Fview%2F70674&result_type=recent","African Journals Online (AJOL)"
